0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion_label
-693.60925,77.67328,2.3561034,12.037886,5.2729096,9.537619,-5.2778487,3.814017,-8.264009,-3.2064865,-11.793282,-2.4545708,4.334239,-4.8832984,-2.1284637,2.0463529,-3.129044,-1.545404,3.1501718,-3.032046,-4.228603,-1.6262956,-0.13141288,-2.0115032,-4.5329547,-2.1244311,-2.6634705,-0.58327794,-3.9130845,-2.240809,-0.5822532,-1.6909922,-3.7925246,0.030992003,-0.8207782,-2.3679042,-0.6734987,-2.0501907,-2.4261017,-1.1997956,happy
-683.93146,74.13294,1.0578566,17.886679,6.339445,11.593822,-5.891603,6.8250275,-6.5876675,-1.8747079,-10.637551,-2.1259463,2.790956,-3.7434037,0.07247778,2.1894686,-2.9835167,-1.3212404,3.2872798,-3.3843741,-4.5398107,-1.5245887,-0.5493213,-1.0891922,-4.567564,-1.847011,-2.226486,-0.41840073,-3.8095338,-2.6951325,0.022677543,-1.1722952,-4.315626,-0.2962981,-1.479871,-2.2765543,-0.51021194,-2.18103,-2.1710746,-1.2014515,happy
-627.4205,67.704384,-6.669489,9.967615,-3.0760913,7.208737,-5.0634565,-2.993555,-10.524828,-4.989577,-8.107446,-8.3624735,0.3314784,-4.2436504,-5.219749,0.21778569,-4.3218575,-4.6360445,-1.473587,-3.0157268,-5.5171285,-2.4348655,-1.3653436,-4.1196713,-4.51203,-3.3126726,-3.6878445,-2.3038878,-4.781651,-2.5594132,-1.9499012,-1.694022,-1.247,0.85492826,0.93284255,0.45615366,-0.37700376,-1.5009383,-1.9258796,-1.2331253,happy
-591.9702,72.971,-6.905822,4.645147,0.41286427,8.77231,-4.1541224,-3.5272965,-8.41551,-5.53817,-10.657866,-7.126159,4.071781,-3.4832249,-5.4047914,0.8693359,-2.3556378,-4.4506507,-0.5784071,-1.7785734,-6.545406,-4.639688,-1.144025,-3.5678375,-4.919156,-4.1422744,-3.9449704,-1.951194,-4.340653,-2.6003568,0.009812386,-0.9525535,-3.2019978,-0.67393124,0.5550262,-2.3130927,-2.0368211,-0.4739959,0.71392524,0.7556539,happy
-554.2307,70.283676,-10.080169,11.619575,-1.2718133,10.0290985,-6.932471,-0.29826084,-9.17895,-6.3009877,-12.87689,-5.1817317,3.789686,-6.8733644,-3.9640012,1.6868478,-3.3288593,-5.559685,0.8023906,-1.9896815,-7.0700197,-2.7475646,-0.6733146,-3.886859,-5.28272,-3.9329636,-2.8237185,-2.5137646,-5.8452625,-2.6460059,-3.2979717,-2.9057574,-4.4308567,-2.3118117,-2.7097282,-4.369153,-0.9014349,-0.36411542,-1.4369469,1.6491854,happy
-568.1388,70.80917,-8.760222,11.967098,-2.9723809,10.001248,-8.551405,0.02781801,-9.052507,-6.3288474,-12.138224,-7.093578,1.7016895,-5.7180758,-3.0275192,1.1591641,-2.6721177,-5.5882483,-1.0657128,-1.95952,-6.810384,-4.4911523,-1.1121565,-2.570263,-5.15708,-4.7329016,-2.7157762,-2.1995075,-6.433728,-3.5491924,-2.5800996,-2.421778,-5.154196,-2.4990623,-2.667324,-3.7230113,-2.9257803,-1.858099,-2.6327937,-2.1749992,happy
-715.8727,74.985306,2.9195237,11.441712,6.960729,13.466071,-6.72605,4.7315598,-6.0603504,-5.0608444,-7.6180463,-3.5482144,-1.2796025,-3.5052686,1.5040185,-1.6673055,-4.6470814,-1.3987219,0.42264083,-3.0675159,-3.5612206,-3.6089149,-2.360362,0.18047138,-3.6961968,-3.8520033,-1.9938283,-0.61822903,-4.460588,-2.0738494,-0.553845,-2.504821,-2.6100934,-1.668118,-0.905493,-1.8386655,-1.747307,-1.3653858,-1.9686563,-1.5951759,sad
-732.4854,80.96551,3.486698,13.03123,8.979398,14.107941,-4.78729,6.040529,-4.208775,-5.16262,-7.1502514,-4.6642747,-0.3132725,-2.176818,-0.45821705,-1.0323428,-2.9702647,-0.02832076,0.24600048,-1.661396,-2.221555,-1.8605199,-1.1843704,1.2160262,-3.4273987,-3.7494133,-0.946119,0.095698066,-3.8884897,-1.7439624,0.07629956,-2.0458455,-1.9808112,-1.1088154,-1.7234302,-1.6846809,-0.90431035,-0.77341145,-1.7357408,-1.7303202,sad
-766.6507,73.99263,2.4763806,10.077653,7.9288044,11.792142,-5.2503986,4.038565,-4.807725,-4.9669833,-7.7130547,-2.5745971,0.20226562,-1.4582433,-0.09136564,-0.90529317,-2.4779258,-1.9300307,0.17508847,-1.3837141,-3.835055,-4.409331,-0.49962646,1.0700343,-3.8963583,-3.0342016,-2.3421688,-1.0309315,-3.9242475,-1.9133875,0.16074596,-1.4910146,-1.4070646,-0.05036159,-1.7097125,-0.8784842,-0.23511341,-1.3237718,-3.3786516,-1.0370684,sad
-736.81494,70.96664,4.8449197,13.2525215,7.9328127,11.802074,-4.9299836,6.692443,-3.7731934,-5.046368,-8.592158,-2.9672074,-0.14794531,-3.3797421,0.6299928,-0.12634204,-2.5132234,-1.9836738,1.39221,0.13401191,-2.8598235,-2.5119689,-1.2122017,1.3082082,-3.6622906,-3.655927,-1.4567018,-0.71388763,-3.2499435,-1.7579454,-0.41917327,-1.118916,-2.8217337,-1.6057994,-1.7481611,-0.4092639,-0.3730639,-0.83902496,-1.4029136,-1.067403,sad
-704.1285,77.837975,5.096841,14.805322,8.49169,14.999446,-6.490629,5.851003,-5.3327923,-4.5298414,-6.2781534,-1.552901,0.51038957,-4.0415516,0.811539,-0.8273821,-3.6847048,-1.7788118,1.9421068,-2.2469885,-3.2226808,-2.772219,-1.696434,0.19081749,-2.7372367,-2.7511287,-1.7722872,-0.36888248,-4.9468603,-1.9291248,-0.75270057,-1.7337325,-2.1706605,-0.41602328,-0.13685283,-1.0945629,-0.43080306,-1.9481626,-0.8935877,-1.6140404,sad
-652.2412,69.28093,-3.6923711,11.728852,3.0127633,11.101811,-6.1069927,-1.5688689,-6.384501,-5.752694,-10.740143,-4.3840003,1.180043,-6.008564,-2.2729588,0.70329905,-3.6963775,-4.5395217,1.7904214,-3.0540361,-6.212289,-2.3027375,0.54561263,-1.1767192,-4.405317,-2.8589842,-2.4877415,-4.152132,-4.5278826,-1.9703506,-2.4615774,-1.4147755,-3.1768486,-2.5488355,-0.9925919,-2.0884802,-0.84824127,-2.4045784,-2.594049,-2.378526,sad
-650.43463,71.005745,-1.6740128,11.137108,6.426337,11.243235,-6.4243813,1.0434883,-7.5295334,-6.578289,-13.766916,-3.7808657,1.1671071,-6.466519,-1.846676,0.44993588,-4.204725,-3.6649117,1.6820557,-1.8880976,-4.993597,-3.5044808,-1.2243038,-1.6040494,-3.9356692,-4.6879363,-3.0842369,-0.7735611,-5.076793,-3.8286033,-1.9610488,-1.5175936,-5.2060003,-2.0292227,-1.5557456,-3.1739335,-1.2354316,-3.2201936,-2.3302746,-2.194348,sad
-636.48676,70.95319,-4.674072,14.9717245,3.303352,11.239858,-7.639233,1.0996048,-7.3877835,-5.972332,-11.932848,-3.008971,1.6879239,-5.366695,-1.5202535,0.61628735,-5.0215516,-4.0088167,2.2532144,-3.0063324,-5.5013757,-3.3779,-1.5058589,-1.4256325,-4.7549343,-3.3861935,-2.7200418,-0.6074736,-5.568753,-3.0666003,-1.2760773,-2.1892467,-4.2404237,-0.8260472,-2.1374042,-3.2780337,-0.46189618,-2.9092548,-2.4886184,-2.4560218,sad
-578.9886,62.405315,-8.723745,13.807444,1.7894554,6.853797,-6.7793736,1.681231,-3.1294827,-0.87246543,-9.711343,-3.9222546,1.1898443,-3.7243228,-1.965661,0.19435602,-4.415188,-2.1147544,-0.7156224,-3.3726473,-3.6519473,-1.703243,-2.40775,-2.8732224,-3.9118767,-2.848507,-2.7752292,-2.2486777,-4.210746,-2.3585813,-1.4836942,-1.686609,-3.358273,0.3106429,-0.57964057,-2.3427474,-0.4652529,0.010034083,-1.2519864,-1.4526056,angry
-558.0903,60.273037,-9.1174965,13.649889,-2.485257,6.0296597,-7.8237543,0.52188706,-7.946145,-5.875875,-9.344623,-5.446145,-1.7070967,-5.1905117,-4.1864047,-1.3533068,-4.8050766,-2.6292024,-1.974268,-4.780808,-4.972579,-1.2799162,-3.4028103,-3.971952,-3.3627903,-2.5095763,-3.1481736,-0.5334844,-2.3583152,-0.6066123,-1.4692943,-0.7639975,-2.621752,-0.9681872,-1.6112051,-2.7582588,-1.6067156,-0.99228334,-2.5597982,-1.6857026,angry
-595.0243,58.63152,-2.327618,13.655263,2.586828,7.25531,-6.0467424,2.112173,-5.7803307,-4.3421254,-9.432346,-3.4377162,-0.09518726,-5.34765,-0.6031703,-0.71747947,-4.5572424,-1.592443,0.046154916,-2.8753767,-5.7461805,-1.4012328,-1.0356464,-2.9443898,-4.6503825,-3.4400976,-1.8095429,-2.1046824,-4.291373,-2.7670534,-1.8389455,-2.3171694,-3.6732938,-1.4841696,-1.4856932,-2.1283062,-1.4127328,-0.53624815,-1.6430424,-0.59068227,angry
-557.4183,59.952057,-3.6888146,12.916796,-0.0137892505,8.49737,-7.3896728,1.7407537,-4.216524,-5.3085866,-10.202172,-4.530848,0.68083215,-4.907952,-2.2346215,1.4346284,-5.0419846,-3.2938826,0.45916703,-3.1179285,-6.1837616,-0.5849997,-0.112204835,-3.3723614,-5.1783013,-2.5422726,-1.5588963,-2.3708603,-4.3364015,-1.4830894,-2.547075,-2.7667751,-4.0104623,-2.1709714,-1.7560531,-2.7078972,-1.2079598,-0.74921,-2.1718042,0.17065825,angry
-382.96606,53.877857,-23.295197,4.5904512,-9.281444,-0.87772375,-10.370431,-2.3168542,-15.354205,-8.7570095,-11.345289,-7.9053793,-5.038463,-4.7146053,-5.813763,-4.9152927,-6.532456,-2.7156062,-1.5495614,-2.7968075,-5.142219,2.398222,1.8161963,2.108455,2.228265,3.1580694,2.104255,5.0286856,-0.7423213,1.2308384,-0.45290288,0.08899806,-1.5881516,1.2201176,2.4586213,0.20084019,-1.4566565,0.6436095,-1.3688105,1.4259813,angry
-398.33093,52.28169,-28.397718,12.267398,-10.859696,3.720289,-12.748709,-1.972765,-11.157867,-6.1966987,-13.095329,-9.452902,-1.8068535,-7.410354,-6.0526714,-2.0691094,-4.8386726,-3.399389,-3.4706442,-5.3630595,-9.279022,-4.7527566,-3.8221328,-6.764242,-6.641278,-2.914021,-2.3501709,0.41428602,-0.6733763,3.975409,3.7220733,1.8582014,0.7940174,1.6372224,-0.8611492,-2.0218961,0.6553016,3.163419,0.65086627,0.35532397,angry
-433.96576,53.986023,-22.437214,10.337305,-7.014483,4.4466424,-9.936925,-1.8927364,-10.486032,-7.3606787,-12.758347,-6.5644193,-1.5250014,-6.7763195,-6.6401267,-0.27967206,-6.806804,-2.4216251,-1.3657227,-2.9342387,-8.120314,-1.1421195,-2.1080093,-4.5427365,-3.9271774,-0.7458905,-2.3398943,-0.2767525,-2.4281511,1.9665967,-0.87406874,1.5456336,-0.44693348,0.29475546,-1.1272589,-0.23131925,-0.35714516,1.4205973,-0.6114759,0.057615783,angry
-338.97913,44.90493,-24.296865,3.9212265,-13.2807255,1.4560022,-13.051088,-4.972659,-16.886797,-7.3687496,-14.381403,-8.851163,-2.0966728,-5.753722,-8.464537,-3.0317612,-6.528353,-1.3251548,-2.6880116,-1.4880204,-4.397647,2.116338,3.9263835,2.3826792,-0.78019434,2.5674608,-0.33689693,3.5442567,-0.47791296,2.5433602,-0.774938,-1.4670061,-3.1399105,-0.7236706,-1.0924181,-0.18139623,-1.6657664,-0.44449976,-2.8668292,0.044492163,angry
-620.86926,72.92555,3.069638,15.845615,5.0054407,15.862975,-6.974336,2.558235,-6.399506,-6.247275,-8.1957035,-2.013455,0.49049407,-3.3970265,3.788899,1.4706991,-3.0161712,0.39531073,5.0189886,0.32392126,-2.9652002,-1.3875879,-0.32367265,-0.65241086,-4.036907,-2.1895971,-1.3085164,-1.0928926,-4.2408395,-2.1090763,-0.5209192,-1.2811072,-2.135622,0.15258034,-1.7687125,-2.7610383,-1.0381207,-1.5229264,-2.2065668,-1.8548942,fearful
-635.4471,72.67471,-2.951787,10.282644,2.1318831,12.7642765,-7.8575134,0.48864105,-9.560815,-9.200944,-11.435256,-3.8575084,0.2552432,-6.751333,-1.3516309,-0.6015886,-5.1504917,-1.9447657,3.1450768,-1.7508795,-5.561813,-3.0391297,-1.3706182,-1.9431256,-4.608194,-2.9367194,-2.1323483,-2.6565464,-4.664027,-3.0016356,-1.7838424,-2.8599732,-4.2806277,-1.4847785,-1.8966845,-3.0599308,-3.1001484,-2.7270381,-2.3021538,-1.9279178,fearful
-646.4345,74.19784,4.969642,20.310244,7.6789846,16.816557,-2.4131546,6.36743,-4.006638,-2.782018,-5.3320427,0.04226609,2.033845,-1.7324253,2.2289166,1.9312272,-1.9456042,0.52524287,3.9149904,0.6658208,-0.9743351,-1.463912,1.3930211,2.3822556,-2.2039444,-2.7682228,-0.8335558,0.47433376,-3.6016886,-1.8772748,-1.4490094,-0.6990938,-2.591629,-0.494189,-0.5896947,-2.2659028,-0.7147046,-1.359032,-1.1809658,-1.4167787,fearful
-648.97406,78.302345,-1.7424381,14.431586,6.2418766,14.4565525,-5.611793,4.6549683,-8.24646,-6.148351,-7.476689,-0.2118336,0.5937344,-1.9911116,0.9711017,0.013414569,-2.9713137,0.897128,1.8041453,-1.2302073,-1.6208377,-2.9808757,-0.3607667,2.5097406,-3.8747127,-3.5998275,-0.1709766,-1.5207523,-3.6436505,-1.801743,-1.1077999,-1.9557543,-3.6016266,0.26306942,-2.0154488,-2.0125258,-1.3400178,-1.6878455,-0.8708208,-2.5261834,fearful
-474.58643,74.83671,-14.510592,9.21777,-4.863628,11.183943,-1.273364,3.74777,-9.133905,-9.742279,-9.53531,-3.4553623,3.3027103,-2.2480285,-3.310649,1.1273918,-3.969299,0.26138863,4.36628,3.6420317,-3.3935666,-3.8168306,-0.9816158,-1.5469207,-4.773205,-0.84999025,-1.340397,0.5184463,-1.2662382,1.351644,1.3324485,2.4823716,0.49745166,1.8495872,3.0887077,0.23515661,0.54322565,4.392914,2.0579855,1.8122873,fearful
-433.3269,61.518326,-13.174423,0.06451048,-7.5669017,10.038398,-4.907188,-2.5612373,-12.315668,-12.537487,-11.446819,-8.186242,-1.3809906,-7.9379115,-7.4867306,-3.9536462,-6.169226,-2.4556212,0.4996778,-1.832733,-8.278387,-6.076615,-0.8322013,-3.3332453,-4.8647475,-4.0146046,-2.3342044,2.1004632,1.0860031,3.9542687,4.426285,4.657215,2.1919816,1.5543208,3.0144029,1.2065573,3.4741068,5.101146,2.4098866,1.656122,fearful
-400.78815,62.260452,-16.549139,5.909251,-9.460677,5.056807,-7.2992,0.83104795,-14.260063,-13.714011,-12.319691,-9.456751,-2.0069785,-5.839815,-8.224827,-4.6329947,-8.457231,-5.3880634,0.21276888,-0.3038811,-9.1781645,-5.0295935,-1.8466152,-3.6866786,-4.910039,-2.5092757,-2.449053,0.7455416,-0.52975,4.146002,5.754797,7.3733845,4.208984,4.670769,2.6336148,-0.39634597,0.65049505,2.0769145,1.6700145,2.7474709,fearful
-452.25665,64.263695,-13.6770115,5.033825,-7.836293,9.111504,-4.4770555,-1.2374461,-15.050168,-9.26992,-12.923943,-9.072722,2.0990417,-3.0518131,-7.781034,-4.406827,-6.310906,-3.8765929,1.2787122,-1.2570753,-8.41102,-5.2236543,-1.2324082,-2.9414847,-6.339103,-3.071443,-3.2436194,0.4975641,-0.8936722,1.3057173,2.9701905,3.969852,3.0248644,3.792525,4.5807366,2.9709113,2.3511393,3.790526,1.4083436,1.2200097,fearful
-681.2215,78.88362,0.12867522,11.79581,0.9876598,13.565272,-6.526605,3.7329946,-9.42451,-3.3148096,-10.4992075,-4.464769,2.7165937,-5.9511933,-2.682945,-0.8417772,-6.400972,0.051955715,-0.3510264,-4.6401844,-2.626368,-3.4346218,-1.7358792,-1.9383059,-3.461588,-2.378018,-0.1081065,-3.1465926,-4.10348,-0.21748541,-1.7136936,-1.0425457,-2.329696,-0.37061223,-1.5844686,-0.65834105,-0.25328997,-0.84603786,-0.3729041,-0.41762096,disgust
-653.0073,65.54431,1.4677504,11.092944,-4.316812,13.434914,-7.126188,1.5093213,-10.470179,-2.389424,-11.8359375,-3.84144,0.7690639,-4.3133135,-4.427698,-1.6403441,-4.27554,-0.85027045,-0.9075601,-3.9347482,-2.908688,-2.6862524,-1.1199797,0.52129716,-3.429908,-0.9761185,-0.9173055,-3.1429162,-3.306466,-0.6323112,-1.5831844,-1.8664144,-2.9366035,-0.32431772,-0.77420354,-0.49521106,-0.18353163,-1.4065915,-0.8242567,-0.7206379,disgust
-700.34393,84.596725,5.775723,14.642682,3.4342353,12.270109,-4.2028184,8.19937,-12.218773,-3.790657,-6.892418,0.20407355,-0.9369471,-2.4299726,-0.43927652,-0.21022023,-4.7403197,-1.789356,1.0149912,-2.3585024,-2.874453,-1.5963582,0.044742897,-0.5961133,-6.4870033,-3.0722573,-0.6107771,-0.53820586,-3.9525197,-2.0824878,-2.5149827,-1.5659106,-2.5789902,-1.498845,-1.1299441,-0.80126137,-2.0289526,-2.0476034,-2.1107259,-2.0975451,disgust
-693.2808,68.03404,1.9750909,11.899816,2.2685304,9.418974,-4.04369,7.1341934,-12.038191,-2.4839942,-6.6857424,0.20061964,1.3775651,-2.6585023,-0.9851178,-0.5627572,-4.9256115,-1.6203715,1.8997962,-3.1085896,-3.4890225,-2.039305,-0.46564415,-0.28784993,-4.2329707,-2.5108054,-2.5982285,-1.19438,-3.6296718,-3.1349344,-1.8537581,-1.8347673,-2.5643566,-1.520846,-0.44455788,-1.4456879,-2.3961906,-1.7178907,-2.4171703,-1.7588863,disgust
-514.209,61.11099,-6.6934342,7.119903,-13.141234,1.2704731,-7.1054397,-1.4572971,-14.000561,-11.953342,-9.292232,-6.934684,-2.621089,-3.2895591,-4.987305,-4.1747746,-6.0994916,-3.7757707,-4.4687943,-5.4645267,-3.2506158,-3.0818264,-3.6509376,-3.6711717,-6.2665567,-4.2208433,-2.6999092,-0.62648964,-1.1072102,1.4303036,-0.10461373,-1.1342995,0.09545785,1.3791199,1.6989284,0.99811924,0.81091654,1.6929275,1.2847501,1.3576839,disgust
-520.6225,55.43349,-12.775218,10.560292,-9.087996,3.5373573,-11.609045,-4.7857094,-18.184767,-8.228541,-6.405702,-6.278636,-1.595709,-5.6947074,-4.217635,-5.55694,-7.479729,-1.9386896,-0.0055710035,-4.3205075,-5.3025002,-1.3300272,-4.3328524,-5.4580135,-4.096959,-3.4061751,-3.090389,0.13414852,-1.757933,-1.2680141,-0.70551014,-0.36793658,-2.1426368,-1.0224644,-1.7490079,-0.66482055,0.81203675,0.5767865,1.0542486,1.3441027,disgust
-549.6085,59.821617,3.9864697,18.777025,-10.736347,5.5345674,-5.5263953,0.8657929,-15.8455925,-6.6470613,-3.756177,-5.951642,-7.9454827,-2.5424037,-4.653846,-4.9146113,-10.318491,-3.593976,-2.6604443,-7.7348866,-8.120425,-4.060011,-3.7713134,-3.6073382,-6.726686,-4.278883,-4.7653785,-4.3350143,-4.528187,-3.663628,-2.0937474,-0.86279595,-3.3464918,1.7574973,0.7343598,-0.067696884,0.30800086,-0.069499716,-1.2766628,-1.6470081,disgust
-525.6453,56.05402,-0.55531645,9.288038,-6.9809046,5.484957,-6.4863153,-1.6713593,-15.754068,-7.530371,-6.282212,-4.10962,-4.791883,-4.690449,-5.3007193,-4.753957,-5.3669896,-4.301396,-0.7435046,-3.6494248,-5.451528,-2.5139775,-2.4969778,-2.916881,-4.0055904,-3.4372838,-3.198655,-1.9252228,-3.6185827,-3.185416,-2.8732936,-1.7938588,-3.188879,-1.1994464,-0.106616154,-0.0070235925,0.70480883,0.54215264,-0.14194648,-0.020045768,disgust
-679.2995,64.041115,2.5253556,9.743006,2.0743146,10.626677,-5.171599,0.6371584,-5.9340224,-3.8285363,-6.00671,-5.4047394,1.9098551,-3.7154343,-2.066134,-0.2386672,-3.9930909,-3.8040478,0.6648365,-2.7748723,-5.806882,-2.161447,-1.2885264,-2.0528903,-3.4479167,-3.429781,-2.4779556,-2.6014848,-4.579595,-2.5704446,-0.54502404,-2.5666504,-3.5091298,-0.7010218,-1.7100723,-2.6446528,-1.4783727,-2.3932443,-2.9427216,-0.560053,surprised
